rank,status,reason,manual_review_label,pre_manual_review_reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
204,survivor,cleared_gates_0-5,,,Kirkwood Village Plaza,https://www.kirkwood.com/explore-the-resort/during-your-stay/kirkwood-mountain-sports/kms-village-plaza.aspx,Plaza,plaza,OPERATIONAL,5,4,true,alpine-ski; snowboard,ski shop; snowboard shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJnQ-d1bL2mYARv-3g_OnQr3Q,https://maps.google.com/?cid=8408168732712562111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
205,survivor,cleared_gates_0-5,,,Premium Disc Golf,http://www.premiumdiscgolf.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,4,true,disc-golf,disc golf rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJpYAADx2PmYARSjlq1BZt3Is,https://maps.google.com/?cid=10078050010968766794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
206,survivor,cleared_gates_0-5,,,2a Transfers & Accessories,https://2atransfers.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,4,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ26XeW6a5mYAR6xtFOZGCTWU,https://maps.google.com/?cid=7299634131280141291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
207,survivor,cleared_gates_0-5,,,Tahoe LED Dance Floors,https://tahoeleddancefloors.com/,Services,service,OPERATIONAL,5,4,true,camping,tent rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJNdEeoIrfm4ARYNp6lc4W8O8,https://maps.google.com/?cid=17289344046002264672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
208,survivor,cleared_gates_0-5,,,CHAOS Deals & Steals,https://chaosreno.com/,Store,store,OPERATIONAL,4.8,4,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJA408gn1BmYARR_aQDoBiMsg,https://maps.google.com/?cid=14425700858560837191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
209,survivor,cleared_gates_0-5,,,Expedition Kirkwood,https://www.kirkwood.com/plan-your-trip/ski-and-ride-lessons/category/expedition-kirkwood.aspx,,,OPERATIONAL,4,4,true,alpine-ski; backcountry-ski; snowboard,backcountry ski rental; ski rental; snowboard rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ3fIU9533mYAR2djzZKZq6j8,https://maps.google.com/?cid=4605610831830571225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
210,survivor,cleared_gates_0-5,,,Mountain Area Rentals,https://mountainarearentals.com/,Services,service,OPERATIONAL,5,3,true,camping; gear-shop,outdoor equipment rental; tent rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJW6kImnuXmYARUnNyzKWfEGU,https://maps.google.com/?cid=7282496131906564946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
211,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,cleared_gates_0-5,Wanna Ride Tahoe Trail Shuttle Service,http://www.wannaridetahoe.com/,Transportation Service,transportation_service,OPERATIONAL,5,3,true,cycling; mtb,bike rental; mountain bike rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJv5Tn-32amYARYlwbLEgICZE,https://maps.google.com/?cid=10450893516360604770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
212,survivor,cleared_gates_0-5,,,Paradise Pro Shop at Coconut Bowl,https://wildisland.com/paradise-pro-shop/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,3,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJo8K10CE_mYAR7zQq2n41Fq4,https://maps.google.com/?cid=12544272631029445871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
213,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:site_blocked,Everline Sports,https://www.hyatt.com/en-US/hotel/california/everline-resort-and-spa/rnodh,Services,service,OPERATIONAL,4.7,3,true,alpine-ski; backcountry-ski; nordic-ski; snowboard,cross country ski rental; ski rental; ski shop; snowboard rental; snowboard shop; splitboard rental,core,standard,covered_tile,0,operator,,Server reachable but blocked the automated check (HTTP 403); verify manually.,,,ChIJi48B4MXZm4ARGixpfWViKDs,https://maps.google.com/?cid=4262765235341437978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
214,survivor,cleared_gates_0-5,,,"Dirt Tricks, Inc.",http://www.dirttricks.com/,Manufacturer,manufacturer,OPERATIONAL,3.7,3,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJJ630DtqimYARtvvAVzRrRgA,https://maps.google.com/?cid=19821120924482486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
215,survivor,cleared_gates_0-5,,,Sports Legends and More,https://www.sportslegendsandmore.com/,Store,store,OPERATIONAL,3.3,3,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJz2PMEB4_mYAR9DYVfYneOVM,https://maps.google.com/?cid=5997069060910954228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
216,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,cleared_gates_0-5_unconfirmed,Boat Rental,https://www.tahoedkboats.com/,Services,service,OPERATIONAL,5,2,true,canoe; pontoon; powerboat,boat rental; canoe rental; pontoon rental,core,standard,covered_tile,0,operator,,"Live HTTPS site, but page text did not corroborate the operator name, domain brand, phone/address, or in-domain activity plus rental/booking terms (https://www.tahoedkboats.com/). Confirm this is the operator's own site before triage.",no_first_party_or_recreation_corroboration,,ChIJUXRv_b2PmYARhMFCa2UdWX4,https://maps.google.com/?cid=9104340443134607748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
217,survivor,cleared_gates_0-5,,,Ski Lease Tahoe,http://skileasetahoe.com/,Tourist Attraction,tourist_attraction,OPERATIONAL,5,2,true,alpine-ski; backcountry-ski; snowboard,backcountry ski rental; ski rental; snowboard rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJU8gfxXyRmYAR6Z3qA4LsQE8,https://maps.google.com/?cid=5710824370661400041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
218,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:site_blocked,Tahoe Vista Sports,https://www.tahoevistasports.com/,Suppliers,supplier,OPERATIONAL,5,2,true,pontoon; powerboat,boat rental; pontoon rental,core,standard,covered_tile,0,operator,,Server reachable but blocked the automated check (HTTP 403); verify manually.,,,ChIJc26yN8pkmYAR7vaH0jeNpww,https://maps.google.com/?cid=911852720460658414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
219,survivor,cleared_gates_0-5,,,Tahoe Boat Repair and Storage LLC,https://www.tahoeboatstorage.com/,Suppliers,supplier,OPERATIONAL,5,2,true,pontoon,pontoon rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJbZ72iO8FgoIRnCxKMk2pcC0,https://maps.google.com/?cid=3274303078119648412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
220,survivor,cleared_gates_0-5,,,Viking Ski Club,https://sfvikingskiclub.org/,Camping cabin,camping_cabin,OPERATIONAL,5,2,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJpwVmHu_nm4ARKAzWNISxA9M,https://maps.google.com/?cid=15205191948313168936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
221,survivor,cleared_gates_0-5,,,Fish Tight Lines Guide Service,https://fishtightlines.com/,Fishing Charter,fishing_charter,OPERATIONAL,5,2,true,fishing-charter; fly-fishing; outfitter; powerboat,boat charter; fishing charter; fly fishing outfitter; guide service outfitter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJlwcU9KVfmYARN1PXTMZYTvA,https://maps.google.com/?cid=17315875226002084663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
222,survivor,cleared_gates_0-5,,,Molten USA,http://www.moltenusa.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,2,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJRyJ1NgsVmYARCpL3Xe7faWA,https://maps.google.com/?cid=6947330115067417098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
223,survivor,cleared_gates_0-5,,,Sunglass Outfitters By Sunglass Hut,https://stores.sunglasshut.com/us/nv/verdi/8650-boomtown-garson-rd?cid=YEXT_C167&y_source=1_OTgxMDkwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Store,store,OPERATIONAL,5,2,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJcSIMKNJEmYAReCnaLfX2QUI,https://maps.google.com/?cid=4774368612886129016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
224,survivor,cleared_gates_0-5,,,Captain's Corner Tahoe,https://www.captainscornertahoe.com/,Store,store,OPERATIONAL,4.5,2,true,fishing-gear; powerboat,boat charter; boat rental; fishing bait and tackle shop,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJLVqWILuPmYARLPiziJK_fgQ,https://maps.google.com/?cid=323906859296880684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
225,survivor,cleared_gates_0-5,,,Aćcent,https://www.grandsierraresort.com/shopping,Clothing Store,clothing_store,OPERATIONAL,4.5,2,true,alpine-ski; backpacking; camping; climbing; gear-shop; snowboard,backpacking gear rental; camping gear rental; climbing gear rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator street address appears on the page.,address_match,,ChIJFRR99YI_mYARQBdoI5lSUjs,https://maps.google.com/?cid=4274569814005520192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
226,survivor,cleared_gates_0-5,,,UCS Spirit,http://www.ucsspirit.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4,2,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ4ZGlj2agmYAR8tYKb76FZYw,https://maps.google.com/?cid=10116639190910949106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
227,survivor,cleared_gates_0-5,,,Surf n' Foil Tahoe,https://www.surfnfoiltahoe.com/,,,OPERATIONAL,5,27,true,foil-surf,foil board rental,gap,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJIS8f4SJAwGQRY_STjnFxYgY,https://maps.google.com/?cid=460054844482516067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
228,survivor,cleared_gates_0-5,,,Babes on a Boat: Tahoe Bachelorette Experience,https://babesonaboat.com/,Services,service,OPERATIONAL,5,1,true,canoe; powerboat,boat charter; boat rental; canoe rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJdQRWLpCPmYARi2pd5ssRbAI,https://maps.google.com/?cid=174534053001521803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
229,survivor,cleared_gates_0-5,,,Tahoe Gal Tickets,https://tahoegal.com/schedule-rates/,Corporate Office,corporate_office,OPERATIONAL,5,1,true,powerboat,boat charter,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJTwDwRXN9mYAR8ISj4ey8Yws,https://maps.google.com/?cid=820707282695455984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
230,survivor,cleared_gates_0-5,,,eBike Tahoe,https://ebiketahoe.com/,Services,service,OPERATIONAL,5,1,true,cycling; ebike,bike rental; bike shop; ebike rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJ_2OXu-h9mYARdnrks1KAA6c,https://maps.google.com/?cid=12034603721957866102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
231,survivor,cleared_gates_0-5,,,Wild About Discs,https://www.wildaboutdiscs.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,1,true,disc-golf; gear-shop,disc golf rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJl1Nj3KQLmYAREDt3t0KGanI,https://maps.google.com/?cid=8244549688959122192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
232,survivor,cleared_gates_0-5,,,Triple Cue Billiards | Pool Table Services & Repairs,http://www.triplecuebilliards.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,1,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJw_Tjd8Lfm4ARRSBYTM-AadM,https://maps.google.com/?cid=15233848842384842821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
233,survivor,cleared_gates_0-5,,,Legendary Bowling Services,https://legendarybowling.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,1,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJH6yP8PVHmYARVHTJTm11xnM,https://maps.google.com/?cid=8342484472084132948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
234,survivor,cleared_gates_0-5,,,Golf Lessons in Reno,http://www.golflessonsreno.org/,Sports School,sports_school,OPERATIONAL,5,1,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ6QMF9AZBmYARE4uk6Y42qjg,https://maps.google.com/?cid=4083135999597906707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
235,survivor,cleared_gates_0-5,,,Three R's Ranch,http://www.threersranch.com/,Ranch,ranch,OPERATIONAL,5,1,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJnc1n4aFNmYARh8706QcuRRY,https://maps.google.com/?cid=1604739453752233607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
236,survivor,cleared_gates_0-5,,,Donner Ski Ranch Lift #1,https://www.donnerskiranch.com/,Ski Resort,ski_resort,OPERATIONAL,4,1,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJEfgCWFjnm4ARjTG54UF-8FA,https://maps.google.com/?cid=5832300338869776781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
237,survivor,cleared_gates_0-5,,,take aim targets,https://takeaimtargets.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,2,1,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJpRrUHRY_mYARaqbt06BNxJ8,https://maps.google.com/?cid=11512411900611503722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
238,survivor,cleared_gates_0-5,,,Tahoe Yacht Charters,https://www.tahoeyachtcharters.com/,Tour Agency,tour_agency,OPERATIONAL,1,1,true,powerboat; sailing,boat charter; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJJ0YDNgBxmYARvZIvIzMKrRw,https://maps.google.com/?cid=2066319018782855869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
239,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate2:closed_temporarily,Kirkwood Mountain Sports - Timber Creek,,Services,service,CLOSED_TEMPORARILY,,0,true,pwc,jet ski rental,core,standard,covered_tile,0,operator,,,,,ChIJvenb9gL0mYARx8Sp-1RFiv0,https://maps.google.com/?cid=18269491069683614919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
240,survivor,cleared_gates_0-5,,,Sierra Mountain Sports,https://sierraattahoe.com/sierra-mountain-sports/,Store,store,OPERATIONAL,,0,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ534AdwCLmYAR-D0xyc4Ujvg,https://maps.google.com/?cid=17910275646470307320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
241,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Tallac Boat Rentals,,Services,service,OPERATIONAL,,0,true,canoe; kayak; pontoon; powerboat,boat rental; canoe rental; kayak rental; pontoon rental,core,standard,covered_tile,0,operator,,No website field.,,,ChIJPy-vnMaRmYARMiIj40_5Bzw,https://maps.google.com/?cid=4325700088621113906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
242,survivor,cleared_gates_0-5,,,"Stateline Shack ""The Shack""",https://theshack.pro/,Store,store,OPERATIONAL,,0,true,sup,paddleboard rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJDZAoWzObmYARkCVmslf1eEM,https://maps.google.com/?cid=4861905554750449040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
243,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,tahoe skibikes,,Services,service,OPERATIONAL,,0,true,cycling,bike shop,core,standard,covered_tile,0,operator,,No website field.,,,ChIJ9bDI1HCbmYARCvQMY0dLL-0,https://maps.google.com/?cid=17090961880870876170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
244,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Stagecoach lodge ski rental,,Services,service,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,No website field.,,,ChIJK_GyTQCRmYARnDpDY9yRCVc,https://maps.google.com/?cid=6271704331834309276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
245,survivor,cleared_gates_0-5,,,Ice Rink @ Edgewood,https://edgewoodtahoe.com/resort-activities/edgewood-on-ice/,Sports Complex,sports_complex,OPERATIONAL,,0,true,ice-skate,ice skate rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJAQAQJ5iamYARA_M_iHBhegg,https://maps.google.com/?cid=610907835412247299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
246,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Sunnyside Marina and Fuel Dock,,Marina,marina,OPERATIONAL,,0,true,pontoon,pontoon rental,core,standard,covered_tile,0,operator,,No website field.,,,ChIJDU7OIwB9mYARaW4RYO0akVc,https://maps.google.com/?cid=6309854159744101993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
247,survivor,cleared_gates_0-5,,,Tahoe Surf Boat,https://www.tahoesurfboat.com/,Services,service,OPERATIONAL,,0,true,canoe; kayak; pontoon; powerboat,boat rental; canoe rental; kayak rental; pontoon rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJh3I2gyN9mYARmUWUbzCeYOM,https://maps.google.com/?cid=16384269375241471385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
248,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_live_site,JBL WATERSPORTS,https://jblwatersports.com/,Services,service,OPERATIONAL,,0,true,alpine-ski; canoe; pontoon; powerboat; wakeboard; watersports,boat rental; canoe rental; pontoon rental; ski rental; wakeboard boat rental; watersports rental,core,standard,covered_tile,0,operator,,fetch failed,,,ChIJE4N00Md9mYAROuhns7O5F4g,https://maps.google.com/?cid=9806510895082760250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
249,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate2:closed_temporarily,Tahoe XC,,Ski Resort,ski_resort,CLOSED_TEMPORARILY,,0,true,nordic-ski,nordic ski center,core,standard,covered_tile,0,operator,,,,,ChIJI8tiOud8mYAR0P9zvjO9rDY,https://maps.google.com/?cid=3939731803978596304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
250,survivor,cleared_gates_0-5,,,Precision Approach,https://precisionapproachsports.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,,0,true,alpine-ski; gear-shop; snowboard,ski shop; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJI5NJtGNxmYARonqzQWaQwl0,https://maps.google.com/?cid=6756121159872510626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
251,survivor,cleared_gates_0-5,,,CHECKtheFeed Snowboarding,https://shop.checkthefeed.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,,0,true,alpine-ski; gear-shop; snowboard,ski shop; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJUS64gHtxmYARSVIRt9r3FN0,https://maps.google.com/?cid=15930630300662583881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
252,survivor,cleared_gates_0-5,,,Babes On A Boat,http://babesonaboat.com/,Tour Agency,tour_agency,OPERATIONAL,,0,true,pontoon; powerboat,boat charter; boat rental; pontoon rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJf2xo-w9wmYARo43ikkBuNK0,https://maps.google.com/?cid=12480721690971770275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
253,survivor,cleared_gates_0-5,,,Reno-Tahoe Restroom Trailers,https://www.renotahoerestroomtrailers.com/,Services,service,OPERATIONAL,,0,true,camping,tent rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJkyLgdRHGEWQRmNUpfpeRbnw,https://maps.google.com/?cid=8966263987983996312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
254,survivor,cleared_gates_0-5,,,Donner Ski Ranch Magic Carpet,https://www.donnerskiranch.com/skischool,Ski Resort,ski_resort,OPERATIONAL,,0,true,snowboard,snowboard rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJnRLZM5Pnm4ARUTuNyimoq8o,https://maps.google.com/?cid=14603951114124344145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
255,survivor,cleared_gates_0-5,,,stoke the goat,http://www.stokethegoat.com/,Store,store,OPERATIONAL,,0,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ-5tMxWXnm4AR720yeV88Ors,https://maps.google.com/?cid=13491162014494649839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
